상호,주소,1등_배출횟수,구글맵링크
버스표가판점,경기 안양시 동안구 동안로 125-2 범계역4-1출구앞 버스표가판점,7,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%96%91%EC%8B%9C%20%EB%8F%99%EC%95%88%EA%B5%AC%20%EB%8F%99%EC%95%88%EB%A1%9C%20125-2%20%EB%B2%94%EA%B3%84%EC%97%AD4-1%EC%B6%9C%EA%B5%AC%EC%95%9E%20%EB%B2%84%EC%8A%A4%ED%91%9C%EA%B0%80%ED%8C%90%EC%A0%90
천하명당,경기 시흥시 신천3길 26-1 1층1호,7,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%8B%9C%ED%9D%A5%EC%8B%9C%20%EC%8B%A0%EC%B2%9C3%EA%B8%B8%2026-1%201%EC%B8%B51%ED%98%B8
종로3가1호선역2번출구가로판매점82호,서울 종로구 돈화문로 23 가판,7,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A2%85%EB%A1%9C%EA%B5%AC%20%EB%8F%88%ED%99%94%EB%AC%B8%EB%A1%9C%2023%20%EA%B0%80%ED%8C%90
그린마트,경기 성남시 분당구 대왕판교로 255 107호,7,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EB%B6%84%EB%8B%B9%EA%B5%AC%20%EB%8C%80%EC%99%95%ED%8C%90%EA%B5%90%EB%A1%9C%20255%20107%ED%98%B8
마두5번출구가판로또,경기 고양시 일산동구 중앙로 1200,7,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%EC%A4%91%EC%95%99%EB%A1%9C%201200
다모아복권,서울 구로구 경인로19길 4,7,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B5%AC%EB%A1%9C%EA%B5%AC%20%EA%B2%BD%EC%9D%B8%EB%A1%9C19%EA%B8%B8%204
해수로또,충북 청주시 상당구 산성로 22-1,7,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%EC%83%81%EB%8B%B9%EA%B5%AC%20%EC%82%B0%EC%84%B1%EB%A1%9C%2022-1
로또명당가두판매점,경기 안양시 동안구 경수대로 848-2,7,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%96%91%EC%8B%9C%20%EB%8F%99%EC%95%88%EA%B5%AC%20%EA%B2%BD%EC%88%98%EB%8C%80%EB%A1%9C%20848-2
가판14호,서울 중구 퇴계로 37,7,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EA%B5%AC%20%ED%87%B4%EA%B3%84%EB%A1%9C%2037
열두보석복권방,경기 용인시 기흥구 구갈로 74 구갈스포츠센터106호,7,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EA%B8%B0%ED%9D%A5%EA%B5%AC%20%EA%B5%AC%EA%B0%88%EB%A1%9C%2074%20%EA%B5%AC%EA%B0%88%EC%8A%A4%ED%8F%AC%EC%B8%A0%EC%84%BC%ED%84%B0106%ED%98%B8
토큰판매소,서울 송파구 바람드리길 62,7,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EB%B0%94%EB%9E%8C%EB%93%9C%EB%A6%AC%EA%B8%B8%2062
천하명당복권방,충남 홍성군 조양로 180,7,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%ED%99%8D%EC%84%B1%EA%B5%B0%20%EC%A1%B0%EC%96%91%EB%A1%9C%20180
가로판매소,서울 구로구 새말로 117-24 (신도림역2번출구)(구로동),7,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B5%AC%EB%A1%9C%EA%B5%AC%20%EC%83%88%EB%A7%90%EB%A1%9C%20117-24%20%28%EC%8B%A0%EB%8F%84%EB%A6%BC%EC%97%AD2%EB%B2%88%EC%B6%9C%EA%B5%AC%29%28%EA%B5%AC%EB%A1%9C%EB%8F%99%29
대산슈퍼,충남 천안시 동남구 복구정3길 1,7,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EB%8F%99%EB%82%A8%EA%B5%AC%20%EB%B3%B5%EA%B5%AC%EC%A0%953%EA%B8%B8%201
패밀리복권방,경기 남양주시 늘을1로16번길 29 늘봄타워 107호,7,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%82%A8%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8A%98%EC%9D%841%EB%A1%9C16%EB%B2%88%EA%B8%B8%2029%20%EB%8A%98%EB%B4%84%ED%83%80%EC%9B%8C%20107%ED%98%B8
버스표판매소,경기 고양시 덕양구 화신로 76 가라뫼 사거리 변전소 앞 버스정류장 앞 가판대,7,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EB%8D%95%EC%96%91%EA%B5%AC%20%ED%99%94%EC%8B%A0%EB%A1%9C%2076%20%EA%B0%80%EB%9D%BC%EB%AB%BC%20%EC%82%AC%EA%B1%B0%EB%A6%AC%20%EB%B3%80%EC%A0%84%EC%86%8C%20%EC%95%9E%20%EB%B2%84%EC%8A%A4%EC%A0%95%EB%A5%98%EC%9E%A5%20%EC%95%9E%20%EA%B0%80%ED%8C%90%EB%8C%80
대운,경기 김포시 대명항로 209,7,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%EB%8C%80%EB%AA%85%ED%95%AD%EB%A1%9C%20209
로또킹,서울 영등포구 영중로 2 1층(영등포동3가),7,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%98%81%EC%A4%91%EB%A1%9C%202%201%EC%B8%B5%28%EC%98%81%EB%93%B1%ED%8F%AC%EB%8F%993%EA%B0%80%29
대원슈퍼마켓,부산 수영구 수영로 524,6,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%88%98%EC%98%81%EA%B5%AC%20%EC%88%98%EC%98%81%EB%A1%9C%20524
청솔서점,부산 사하구 하신번영로 195,6,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%ED%95%98%EA%B5%AC%20%ED%95%98%EC%8B%A0%EB%B2%88%EC%98%81%EB%A1%9C%20195
대박찬스,충북 청주시 흥덕구 가경로161번길 3,6,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%ED%9D%A5%EB%8D%95%EA%B5%AC%20%EA%B0%80%EA%B2%BD%EB%A1%9C161%EB%B2%88%EA%B8%B8%203
현대사,경기 성남시 분당구 미금일로 77 102호,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EB%B6%84%EB%8B%B9%EA%B5%AC%20%EB%AF%B8%EA%B8%88%EC%9D%BC%EB%A1%9C%2077%20102%ED%98%B8
경성식품,서울 동대문구 망우로21길 52,6,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EB%A7%9D%EC%9A%B0%EB%A1%9C21%EA%B8%B8%2052
태안로또복권방,충남 태안군 독샘로 57,6,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%ED%83%9C%EC%95%88%EA%B5%B0%20%EB%8F%85%EC%83%98%EB%A1%9C%2057
초월대박복권방,경기 광주시 경충대로 1252,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B4%91%EC%A3%BC%EC%8B%9C%20%EA%B2%BD%EC%B6%A9%EB%8C%80%EB%A1%9C%201252
황금로또,강원 원주시 현충로318번길 35 1층,6,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%9B%90%EC%A3%BC%EC%8B%9C%20%ED%98%84%EC%B6%A9%EB%A1%9C318%EB%B2%88%EA%B8%B8%2035%201%EC%B8%B5
마두역상행선가판대,경기 고양시 일산동구 중앙로 1181 마두역 중앙 횡단보도 오른쪽,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%EC%A4%91%EC%95%99%EB%A1%9C%201181%20%EB%A7%88%EB%91%90%EC%97%AD%20%EC%A4%91%EC%95%99%20%ED%9A%A1%EB%8B%A8%EB%B3%B4%EB%8F%84%20%EC%98%A4%EB%A5%B8%EC%AA%BD
까치복권방,경기 시흥시 중심상가로 326 1층102,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%8B%9C%ED%9D%A5%EC%8B%9C%20%EC%A4%91%EC%8B%AC%EC%83%81%EA%B0%80%EB%A1%9C%20326%201%EC%B8%B5102
복권명당,대전 서구 만년남로3번길 164,6,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%84%9C%EA%B5%AC%20%EB%A7%8C%EB%85%84%EB%82%A8%EB%A1%9C3%EB%B2%88%EA%B8%B8%20164
율암25시편의점,경기 화성시 시청로 822,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%99%94%EC%84%B1%EC%8B%9C%20%EC%8B%9C%EC%B2%AD%EB%A1%9C%20822
로또명당,경기 시흥시 신현로 21-1 101호,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%8B%9C%ED%9D%A5%EC%8B%9C%20%EC%8B%A0%ED%98%84%EB%A1%9C%2021-1%20101%ED%98%B8
광성슈퍼,경기 이천시 단월로 33,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9D%B4%EC%B2%9C%EC%8B%9C%20%EB%8B%A8%EC%9B%94%EB%A1%9C%2033
장미슈퍼,충남 부여군 계백로 265 부여군청 로터리 부근,6,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EB%B6%80%EC%97%AC%EA%B5%B0%20%EA%B3%84%EB%B0%B1%EB%A1%9C%20265%20%EB%B6%80%EC%97%AC%EA%B5%B0%EC%B2%AD%20%EB%A1%9C%ED%84%B0%EB%A6%AC%20%EB%B6%80%EA%B7%BC
세원로또복권방,부산 수영구 수영로725번길 53 101호,6,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%88%98%EC%98%81%EA%B5%AC%20%EC%88%98%EC%98%81%EB%A1%9C725%EB%B2%88%EA%B8%B8%2053%20101%ED%98%B8
하당복권방,전남 목포시 옥암로 46,6,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%AA%A9%ED%8F%AC%EC%8B%9C%20%EC%98%A5%EC%95%94%EB%A1%9C%2046
로또(파발마점),경기 시흥시 마유로 415 역전프라자105호,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%8B%9C%ED%9D%A5%EC%8B%9C%20%EB%A7%88%EC%9C%A0%EB%A1%9C%20415%20%EC%97%AD%EC%A0%84%ED%94%84%EB%9D%BC%EC%9E%90105%ED%98%B8
행운복권,충북 제천시 명륜로 67 1층,6,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%A0%9C%EC%B2%9C%EC%8B%9C%20%EB%AA%85%EB%A5%9C%EB%A1%9C%2067%201%EC%B8%B5
중구-가로가판대-37,서울 중구 남대문로 20-2,6,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EA%B5%AC%20%EB%82%A8%EB%8C%80%EB%AC%B8%EB%A1%9C%2020-2
삼삼마트,경남 진주시 진주대로 1165-1,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%A7%84%EC%A3%BC%EC%8B%9C%20%EC%A7%84%EC%A3%BC%EB%8C%80%EB%A1%9C%201165-1
복권세상,전남 목포시 청호로 139 1층 복권세상,6,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%AA%A9%ED%8F%AC%EC%8B%9C%20%EC%B2%AD%ED%98%B8%EB%A1%9C%20139%201%EC%B8%B5%20%EB%B3%B5%EA%B6%8C%EC%84%B8%EC%83%81
한마음,서울 관악구 관악로 211 봉천중앙시장라열4호,6,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC%20%EA%B4%80%EC%95%85%EB%A1%9C%20211%20%EB%B4%89%EC%B2%9C%EC%A4%91%EC%95%99%EC%8B%9C%EC%9E%A5%EB%9D%BC%EC%97%B44%ED%98%B8
종합복권방,전남 해남군 해남로 34,6,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%ED%95%B4%EB%82%A8%EA%B5%B0%20%ED%95%B4%EB%82%A8%EB%A1%9C%2034
바이더웨이녹번중앙점,서울 은평구 갈현로 88 1층 우측 두번째 점포,6,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EA%B0%88%ED%98%84%EB%A1%9C%2088%201%EC%B8%B5%20%EC%9A%B0%EC%B8%A1%20%EB%91%90%EB%B2%88%EC%A7%B8%20%EC%A0%90%ED%8F%AC
황금복권마트,경기 이천시 증신로325번길 5 1층,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9D%B4%EC%B2%9C%EC%8B%9C%20%EC%A6%9D%EC%8B%A0%EB%A1%9C325%EB%B2%88%EA%B8%B8%205%201%EC%B8%B5
알리바이금당점,전남 순천시 대석길 44,6,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EC%88%9C%EC%B2%9C%EC%8B%9C%20%EB%8C%80%EC%84%9D%EA%B8%B8%2044
도깨비방망이,전남 완도군 장보고대로 220 도깨비방망이,6,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EC%99%84%EB%8F%84%EA%B5%B0%20%EC%9E%A5%EB%B3%B4%EA%B3%A0%EB%8C%80%EB%A1%9C%20220%20%EB%8F%84%EA%B9%A8%EB%B9%84%EB%B0%A9%EB%A7%9D%EC%9D%B4
복권닷컴,강원 양양군 양양로 62,6,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%96%91%EC%96%91%EA%B5%B0%20%EC%96%91%EC%96%91%EB%A1%9C%2062
복권백화점,경기 여주시 세종로 41 1층,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%97%AC%EC%A3%BC%EC%8B%9C%20%EC%84%B8%EC%A2%85%EB%A1%9C%2041%201%EC%B8%B5
신천하명당,충남 예산군 발연로 1 이마트 24 내,6,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%98%88%EC%82%B0%EA%B5%B0%20%EB%B0%9C%EC%97%B0%EB%A1%9C%201%20%EC%9D%B4%EB%A7%88%ED%8A%B8%2024%20%EB%82%B4
우일,서울 송파구 마천로 235,6,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EB%A7%88%EC%B2%9C%EB%A1%9C%20235
대전우표사,대전 동구 중앙로204번길 16-1,6,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EB%8F%99%EA%B5%AC%20%EC%A4%91%EC%95%99%EB%A1%9C204%EB%B2%88%EA%B8%B8%2016-1
헬로마트,서울 도봉구 도봉로170길 8,6,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%84%EB%B4%89%EA%B5%AC%20%EB%8F%84%EB%B4%89%EB%A1%9C170%EA%B8%B8%208
하영,인천 서구 청라에메랄드로 65 아파트 상가 102호,6,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EC%84%9C%EA%B5%AC%20%EC%B2%AD%EB%9D%BC%EC%97%90%EB%A9%94%EB%9E%84%EB%93%9C%EB%A1%9C%2065%20%EC%95%84%ED%8C%8C%ED%8A%B8%20%EC%83%81%EA%B0%80%20102%ED%98%B8
로또복권역전점,경북 경주시 금성로259번길 38 1층 CU 노서점 내,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B2%BD%EC%A3%BC%EC%8B%9C%20%EA%B8%88%EC%84%B1%EB%A1%9C259%EB%B2%88%EA%B8%B8%2038%201%EC%B8%B5%20CU%20%EB%85%B8%EC%84%9C%EC%A0%90%20%EB%82%B4
대박슈퍼,인천 부평구 경원대로 1438,6,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EA%B2%BD%EC%9B%90%EB%8C%80%EB%A1%9C%201438
해피+24시편의점,광주 북구 하서로 330,6,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EB%B6%81%EA%B5%AC%20%ED%95%98%EC%84%9C%EB%A1%9C%20330
탑로또,경남 거제시 거제중앙로 1787 서원탑훼밀리마트고현점 내(계룡온천옆),6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EA%B1%B0%EC%A0%9C%EC%8B%9C%20%EA%B1%B0%EC%A0%9C%EC%A4%91%EC%95%99%EB%A1%9C%201787%20%EC%84%9C%EC%9B%90%ED%83%91%ED%9B%BC%EB%B0%80%EB%A6%AC%EB%A7%88%ED%8A%B8%EA%B3%A0%ED%98%84%EC%A0%90%20%EB%82%B4%28%EA%B3%84%EB%A3%A1%EC%98%A8%EC%B2%9C%EC%98%86%29
베스토아(용전2호),대전 동구 동서대로 1689 복합터미널서관 1층 59호,6,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EB%8F%99%EA%B5%AC%20%EB%8F%99%EC%84%9C%EB%8C%80%EB%A1%9C%201689%20%EB%B3%B5%ED%95%A9%ED%84%B0%EB%AF%B8%EB%84%90%EC%84%9C%EA%B4%80%201%EC%B8%B5%2059%ED%98%B8
나눔로또봉평점,경남 통영시 도남로 81,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%ED%86%B5%EC%98%81%EC%8B%9C%20%EB%8F%84%EB%82%A8%EB%A1%9C%2081
NBA(엔비에이),인천 중구 신도시남로142번길 6 1동 1층 128호,6,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EC%A4%91%EA%B5%AC%20%EC%8B%A0%EB%8F%84%EC%8B%9C%EB%82%A8%EB%A1%9C142%EB%B2%88%EA%B8%B8%206%201%EB%8F%99%201%EC%B8%B5%20128%ED%98%B8
진평양행,강원 강릉시 임영로 107,6,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EA%B0%95%EB%A6%89%EC%8B%9C%20%EC%9E%84%EC%98%81%EB%A1%9C%20107
세계로생활가전,서울 동작구 보라매로 104 1층,6,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EB%B3%B4%EB%9D%BC%EB%A7%A4%EB%A1%9C%20104%201%EC%B8%B5
운좋은날,서울 강동구 풍성로 187 102호,6,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%ED%92%8D%EC%84%B1%EB%A1%9C%20187%20102%ED%98%B8
하늘로또,경기 여주시 세종로475번길 2 1층,6,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%97%AC%EC%A3%BC%EC%8B%9C%20%EC%84%B8%EC%A2%85%EB%A1%9C475%EB%B2%88%EA%B8%B8%202%201%EC%B8%B5
영훈슈퍼마켓,서울 도봉구 덕릉로 222,5,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%84%EB%B4%89%EA%B5%AC%20%EB%8D%95%EB%A6%89%EB%A1%9C%20222
로또복권방,충남 당진시 당진중앙1로 21,5,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EB%8B%B9%EC%A7%84%EC%8B%9C%20%EB%8B%B9%EC%A7%84%EC%A4%91%EC%95%991%EB%A1%9C%2021
선경로또,충북 제천시 용두대로 59 1층,5,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%A0%9C%EC%B2%9C%EC%8B%9C%20%EC%9A%A9%EB%91%90%EB%8C%80%EB%A1%9C%2059%201%EC%B8%B5
복권나라,서울 성동구 용답중앙15길 12-1 1층,5,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%9A%A9%EB%8B%B5%EC%A4%91%EC%95%9915%EA%B8%B8%2012-1%201%EC%B8%B5
용두천하,광주 북구 하서로 373,5,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EB%B6%81%EA%B5%AC%20%ED%95%98%EC%84%9C%EB%A1%9C%20373
서울구가-17가판,서울 구로구 구로동로 130-2 구로4동우체국앞가판,5,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B5%AC%EB%A1%9C%EA%B5%AC%20%EA%B5%AC%EB%A1%9C%EB%8F%99%EB%A1%9C%20130-2%20%EA%B5%AC%EB%A1%9C4%EB%8F%99%EC%9A%B0%EC%B2%B4%EA%B5%AD%EC%95%9E%EA%B0%80%ED%8C%90
대동도기상사,경북 영천시 금완로 30,5,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%98%81%EC%B2%9C%EC%8B%9C%20%EA%B8%88%EC%99%84%EB%A1%9C%2030
우리들공업탑점,울산 남구 수암로 21,5,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%82%A8%EA%B5%AC%20%EC%88%98%EC%95%94%EB%A1%9C%2021
GS25(양산문성),경남 양산시 평산동 31-5,5,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%96%91%EC%82%B0%EC%8B%9C%20%ED%8F%89%EC%82%B0%EB%8F%99%2031-5
행운복권방,서울 은평구 서오릉로 10,5,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%84%9C%EC%98%A4%EB%A6%89%EB%A1%9C%2010
행복슈퍼,서울 성북구 동소문로 49,5,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%B1%EB%B6%81%EA%B5%AC%20%EB%8F%99%EC%86%8C%EB%AC%B8%EB%A1%9C%2049
소답시내버스매표소,경남 창원시 의창구 의안로2번길 17 가판,5,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EC%9D%98%EC%B0%BD%EA%B5%AC%20%EC%9D%98%EC%95%88%EB%A1%9C2%EB%B2%88%EA%B8%B8%2017%20%EA%B0%80%ED%8C%90
남평로또점,전남 나주시 남평1로 12 파평회관 1층,5,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%82%98%EC%A3%BC%EC%8B%9C%20%EB%82%A8%ED%8F%891%EB%A1%9C%2012%20%ED%8C%8C%ED%8F%89%ED%9A%8C%EA%B4%80%201%EC%B8%B5
합천우리복권방,경남 합천군 핫들2로 8 1층,5,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%ED%95%A9%EC%B2%9C%EA%B5%B0%20%ED%95%AB%EB%93%A42%EB%A1%9C%208%201%EC%B8%B5
로또복권판매도통점,전북 남원시 용성로 232,5,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%B6%81%20%EB%82%A8%EC%9B%90%EC%8B%9C%20%EC%9A%A9%EC%84%B1%EB%A1%9C%20232
자수정슈퍼,전북 전주시 완산구 용머리로 152,5,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%B6%81%20%EC%A0%84%EC%A3%BC%EC%8B%9C%20%EC%99%84%EC%82%B0%EA%B5%AC%20%EC%9A%A9%EB%A8%B8%EB%A6%AC%EB%A1%9C%20152
권선로또복권방,경기 수원시 권선구 탑동로 22 천림빌딩102호,5,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EA%B6%8C%EC%84%A0%EA%B5%AC%20%ED%83%91%EB%8F%99%EB%A1%9C%2022%20%EC%B2%9C%EB%A6%BC%EB%B9%8C%EB%94%A9102%ED%98%B8
경일통신,경남 창원시 마산회원구 북성로 340,5,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EB%A7%88%EC%82%B0%ED%9A%8C%EC%9B%90%EA%B5%AC%20%EB%B6%81%EC%84%B1%EB%A1%9C%20340
팡팡복권방,충북 진천군 상산로 71,5,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%A7%84%EC%B2%9C%EA%B5%B0%20%EC%83%81%EC%82%B0%EB%A1%9C%2071
잘찍어로또방,경기 평택시 안현로서5길 64,5,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8F%89%ED%83%9D%EC%8B%9C%20%EC%95%88%ED%98%84%EB%A1%9C%EC%84%9C5%EA%B8%B8%2064
차부상회,경기 김포시 조강로 50,5,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%EC%A1%B0%EA%B0%95%EB%A1%9C%2050
포시즌마전점,인천 서구 완정로10번길 6-6 검단2지구37블록1롯트,5,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EC%84%9C%EA%B5%AC%20%EC%99%84%EC%A0%95%EB%A1%9C10%EB%B2%88%EA%B8%B8%206-6%20%EA%B2%80%EB%8B%A82%EC%A7%80%EA%B5%AC37%EB%B8%94%EB%A1%9D1%EB%A1%AF%ED%8A%B8
서정천하명당,경기 평택시 송탄로 162-1 1층,5,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8F%89%ED%83%9D%EC%8B%9C%20%EC%86%A1%ED%83%84%EB%A1%9C%20162-1%201%EC%B8%B5
복권왕국,충북 제천시 풍양로 108 지하145,5,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%A0%9C%EC%B2%9C%EC%8B%9C%20%ED%92%8D%EC%96%91%EB%A1%9C%20108%20%EC%A7%80%ED%95%98145
