상호,주소,1등_배출횟수,구글맵링크
담경,경기 성남시 중원구 은이로 12,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EC%A4%91%EC%9B%90%EA%B5%AC%20%EC%9D%80%EC%9D%B4%EB%A1%9C%2012
복권판매점(행운명당),경기 시흥시 수인로3312번길 16 제티동 T140호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%8B%9C%ED%9D%A5%EC%8B%9C%20%EC%88%98%EC%9D%B8%EB%A1%9C3312%EB%B2%88%EA%B8%B8%2016%20%EC%A0%9C%ED%8B%B0%EB%8F%99%20T140%ED%98%B8
경아로또 판매점,서울 동작구 사당로16길 40 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%A1%9C16%EA%B8%B8%2040%201%EC%B8%B5
황금복권방,인천 연수구 컨벤시아대로 81 송도동 드림시티 113-2호,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EC%97%B0%EC%88%98%EA%B5%AC%20%EC%BB%A8%EB%B2%A4%EC%8B%9C%EC%95%84%EB%8C%80%EB%A1%9C%2081%20%EC%86%A1%EB%8F%84%EB%8F%99%20%EB%93%9C%EB%A6%BC%EC%8B%9C%ED%8B%B0%20113-2%ED%98%B8
행운복권(옥산점),경기 안성시 중앙로 152 1층 세븐일레븐내,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%84%B1%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20152%201%EC%B8%B5%20%EC%84%B8%EB%B8%90%EC%9D%BC%EB%A0%88%EB%B8%90%EB%82%B4
일송 로또,강원 강릉시 하평3길 37 광옥당(일송상가 102호),1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EA%B0%95%EB%A6%89%EC%8B%9C%20%ED%95%98%ED%8F%893%EA%B8%B8%2037%20%EA%B4%91%EC%98%A5%EB%8B%B9%28%EC%9D%BC%EC%86%A1%EC%83%81%EA%B0%80%20102%ED%98%B8%29
교통카드충전소,서울 강동구 양재대로 1317,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%96%91%EC%9E%AC%EB%8C%80%EB%A1%9C%201317
명당복권방,서울 강동구 양재대로124길 57 103호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%96%91%EC%9E%AC%EB%8C%80%EB%A1%9C124%EA%B8%B8%2057%20103%ED%98%B8
서원복권방,부산 강서구 공항로811번길 9,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EA%B0%95%EC%84%9C%EA%B5%AC%20%EA%B3%B5%ED%95%AD%EB%A1%9C811%EB%B2%88%EA%B8%B8%209
행운복권방,부산 동래구 온천장로 99,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%8F%99%EB%9E%98%EA%B5%AC%20%EC%98%A8%EC%B2%9C%EC%9E%A5%EB%A1%9C%2099
천하명당복권방 곡반한솔점,경기 수원시 권선구 곡반정로65번길 37 102호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EA%B6%8C%EC%84%A0%EA%B5%AC%20%EA%B3%A1%EB%B0%98%EC%A0%95%EB%A1%9C65%EB%B2%88%EA%B8%B8%2037%20102%ED%98%B8
평창로또,강원 평창군 평창중앙로 42,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%ED%8F%89%EC%B0%BD%EA%B5%B0%20%ED%8F%89%EC%B0%BD%EC%A4%91%EC%95%99%EB%A1%9C%2042
돈나무 복권,전북 군산시 공단대로 612,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%B6%81%20%EA%B5%B0%EC%82%B0%EC%8B%9C%20%EA%B3%B5%EB%8B%A8%EB%8C%80%EB%A1%9C%20612
캠퍼트리 스토어,제주 제주시 해안마을서4길 100,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%95%B4%EC%95%88%EB%A7%88%EC%9D%84%EC%84%9C4%EA%B8%B8%20100
인생역전로또방,경기 성남시 분당구 느티로87번길 6 1층 103호(정자동),1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EB%B6%84%EB%8B%B9%EA%B5%AC%20%EB%8A%90%ED%8B%B0%EB%A1%9C87%EB%B2%88%EA%B8%B8%206%201%EC%B8%B5%20103%ED%98%B8%28%EC%A0%95%EC%9E%90%EB%8F%99%29
도깨비복권,경기 수원시 장안구 정조로933번길 12 1층(영화동),1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%A0%95%EC%A1%B0%EB%A1%9C933%EB%B2%88%EA%B8%B8%2012%201%EC%B8%B5%28%EC%98%81%ED%99%94%EB%8F%99%29
대한통신,경기 의정부시 청사로 49 105호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9D%98%EC%A0%95%EB%B6%80%EC%8B%9C%20%EC%B2%AD%EC%82%AC%EB%A1%9C%2049%20105%ED%98%B8
철암로또점,강원 태백시 장성로 37,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%ED%83%9C%EB%B0%B1%EC%8B%9C%20%EC%9E%A5%EC%84%B1%EB%A1%9C%2037
노다지복권방백운점,광주 남구 서문대로 827 봉선주월대라수어썸브릿지상가동107호,1,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EB%82%A8%EA%B5%AC%20%EC%84%9C%EB%AC%B8%EB%8C%80%EB%A1%9C%20827%20%EB%B4%89%EC%84%A0%EC%A3%BC%EC%9B%94%EB%8C%80%EB%9D%BC%EC%88%98%EC%96%B4%EC%8D%B8%EB%B8%8C%EB%A6%BF%EC%A7%80%EC%83%81%EA%B0%80%EB%8F%99107%ED%98%B8
행운나눔로또,부산 중구 구덕로34번길 4 가판집,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%A4%91%EA%B5%AC%20%EA%B5%AC%EB%8D%95%EB%A1%9C34%EB%B2%88%EA%B8%B8%204%20%EA%B0%80%ED%8C%90%EC%A7%91
알파슈퍼,인천 계양구 안남로 467,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EA%B3%84%EC%96%91%EA%B5%AC%20%EC%95%88%EB%82%A8%EB%A1%9C%20467
호매실복권방,경기 수원시 권선구 금곡로196번길 15 1층 106호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EA%B6%8C%EC%84%A0%EA%B5%AC%20%EA%B8%88%EA%B3%A1%EB%A1%9C196%EB%B2%88%EA%B8%B8%2015%201%EC%B8%B5%20106%ED%98%B8
오산명당복권방,경기 오산시 원동로37번길 33,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%98%A4%EC%82%B0%EC%8B%9C%20%EC%9B%90%EB%8F%99%EB%A1%9C37%EB%B2%88%EA%B8%B8%2033
예지몽 로또,강원 원주시 남원로 272 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%9B%90%EC%A3%BC%EC%8B%9C%20%EB%82%A8%EC%9B%90%EB%A1%9C%20272%201%EC%B8%B5
황금로또 양당점,충남 천안시 서북구 상덕로 185 106호,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EC%84%9C%EB%B6%81%EA%B5%AC%20%EC%83%81%EB%8D%95%EB%A1%9C%20185%20106%ED%98%B8
대곶천국열쇠 로또명당,경기 김포시 율생로 80,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%EC%9C%A8%EC%83%9D%EB%A1%9C%2080
도담복권,경기 부천시 역곡로 451 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EC%97%AD%EA%B3%A1%EB%A1%9C%20451%201%EC%B8%B5
용꿈 행운 복권방,경기 안양시 동안구 경수대로 541 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%96%91%EC%8B%9C%20%EB%8F%99%EC%95%88%EA%B5%AC%20%EA%B2%BD%EC%88%98%EB%8C%80%EB%A1%9C%20541%201%EC%B8%B5
소비자할인마트,서울 관악구 조원로10길 37,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC%20%EC%A1%B0%EC%9B%90%EB%A1%9C10%EA%B8%B8%2037
복권판매점,서울 광진구 용마산로7길 17,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%91%EC%A7%84%EA%B5%AC%20%EC%9A%A9%EB%A7%88%EC%82%B0%EB%A1%9C7%EA%B8%B8%2017
태양복권,서울 금천구 시흥대로56길 21 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B8%88%EC%B2%9C%EA%B5%AC%20%EC%8B%9C%ED%9D%A5%EB%8C%80%EB%A1%9C56%EA%B8%B8%2021%201%EC%B8%B5
위드미 외대이문점,서울 동대문구 휘경로 30 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%ED%9C%98%EA%B2%BD%EB%A1%9C%2030%201%EC%B8%B5
가로판매점,서울 영등포구 경인로 862,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EA%B2%BD%EC%9D%B8%EB%A1%9C%20862
대박드림,서울 종로구 숭인동길 35,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A2%85%EB%A1%9C%EA%B5%AC%20%EC%88%AD%EC%9D%B8%EB%8F%99%EA%B8%B8%2035
리더스,서울 중랑구 봉화산로 194 신아타운105,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EB%9E%91%EA%B5%AC%20%EB%B4%89%ED%99%94%EC%82%B0%EB%A1%9C%20194%20%EC%8B%A0%EC%95%84%ED%83%80%EC%9A%B4105
아이스마켓,부산 남구 용호로42번길 37 복권판매점,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%82%A8%EA%B5%AC%20%EC%9A%A9%ED%98%B8%EB%A1%9C42%EB%B2%88%EA%B8%B8%2037%20%EB%B3%B5%EA%B6%8C%ED%8C%90%EB%A7%A4%EC%A0%90
행복복권 나드리마트,부산 사상구 사상로 477,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%EC%83%81%EA%B5%AC%20%EC%82%AC%EC%83%81%EB%A1%9C%20477
금두꺼비,부산 사하구 다송로 12 1층,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%ED%95%98%EA%B5%AC%20%EB%8B%A4%EC%86%A1%EB%A1%9C%2012%201%EC%B8%B5
기술냉동,부산 서구 대영로 44-1 복권판매점,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%84%9C%EA%B5%AC%20%EB%8C%80%EC%98%81%EB%A1%9C%2044-1%20%EB%B3%B5%EA%B6%8C%ED%8C%90%EB%A7%A4%EC%A0%90
플러스복권마트,부산 해운대구 해운대로 636,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%ED%95%B4%EC%9A%B4%EB%8C%80%EA%B5%AC%20%ED%95%B4%EC%9A%B4%EB%8C%80%EB%A1%9C%20636
로또부동산(동천),광주 서구 상무버들로40번길 13 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EC%84%9C%EA%B5%AC%20%EC%83%81%EB%AC%B4%EB%B2%84%EB%93%A4%EB%A1%9C40%EB%B2%88%EA%B8%B8%2013%201%EC%B8%B5
일등스팟,경기 광주시 새말길 77,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B4%91%EC%A3%BC%EC%8B%9C%20%EC%83%88%EB%A7%90%EA%B8%B8%2077
로또 복권,경기 구리시 경춘로162번길 31,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B5%AC%EB%A6%AC%EC%8B%9C%20%EA%B2%BD%EC%B6%98%EB%A1%9C162%EB%B2%88%EA%B8%B8%2031
SPAR편의점,경기 부천시 부흥로 469-1,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EB%B6%80%ED%9D%A5%EB%A1%9C%20469-1
대박 복권방,경기 부천시 원미구 삼작로 303 성진그린타운103동102호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EC%9B%90%EB%AF%B8%EA%B5%AC%20%EC%82%BC%EC%9E%91%EB%A1%9C%20303%20%EC%84%B1%EC%A7%84%EA%B7%B8%EB%A6%B0%ED%83%80%EC%9A%B4103%EB%8F%99102%ED%98%B8
자유복권편의점,경기 안산시 단원구 화랑로 358,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EB%8B%A8%EC%9B%90%EA%B5%AC%20%ED%99%94%EB%9E%91%EB%A1%9C%20358
일동복권판매점,경기 포천시 화동로 1081 좌측 2번째 점포,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8F%AC%EC%B2%9C%EC%8B%9C%20%ED%99%94%EB%8F%99%EB%A1%9C%201081%20%EC%A2%8C%EC%B8%A1%202%EB%B2%88%EC%A7%B8%20%EC%A0%90%ED%8F%AC
나래종합상사,충북 괴산군 읍내로 273,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EA%B4%B4%EC%82%B0%EA%B5%B0%20%EC%9D%8D%EB%82%B4%EB%A1%9C%20273
대풍로또,충북 청주시 상당구 청남로 2178-1,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%EC%83%81%EB%8B%B9%EA%B5%AC%20%EC%B2%AD%EB%82%A8%EB%A1%9C%202178-1
로또복권방,충남 아산시 모산로 124 PGA스크린골프연습장내,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%95%84%EC%82%B0%EC%8B%9C%20%EB%AA%A8%EC%82%B0%EB%A1%9C%20124%20PGA%EC%8A%A4%ED%81%AC%EB%A6%B0%EA%B3%A8%ED%94%84%EC%97%B0%EC%8A%B5%EC%9E%A5%EB%82%B4
행운복권방,충남 예산군 예산로 241,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%98%88%EC%82%B0%EA%B5%B0%20%EC%98%88%EC%82%B0%EB%A1%9C%20241
행운로또마트,충남 천안시 서북구 성진로 729,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EC%84%9C%EB%B6%81%EA%B5%AC%20%EC%84%B1%EC%A7%84%EB%A1%9C%20729
썬,전북 전주시 덕진구 우아3길 18,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%B6%81%20%EC%A0%84%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A7%84%EA%B5%AC%20%EC%9A%B0%EC%95%843%EA%B8%B8%2018
삼영복권,경남 김해시 전하로 275 복권판매점,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EA%B9%80%ED%95%B4%EC%8B%9C%20%EC%A0%84%ED%95%98%EB%A1%9C%20275%20%EB%B3%B5%EA%B6%8C%ED%8C%90%EB%A7%A4%EC%A0%90
삼성복권마트,경남 김해시 평전로 20 우리24시슈퍼 내 좌측 복권판매점,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EA%B9%80%ED%95%B4%EC%8B%9C%20%ED%8F%89%EC%A0%84%EB%A1%9C%2020%20%EC%9A%B0%EB%A6%AC24%EC%8B%9C%EC%8A%88%ED%8D%BC%20%EB%82%B4%20%EC%A2%8C%EC%B8%A1%20%EB%B3%B5%EA%B6%8C%ED%8C%90%EB%A7%A4%EC%A0%90
복권판매점,경남 창원시 마산회원구 상곡로 45 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EB%A7%88%EC%82%B0%ED%9A%8C%EC%9B%90%EA%B5%AC%20%EC%83%81%EA%B3%A1%EB%A1%9C%2045%201%EC%B8%B5
111호,경기 성남시 분당구 불정로376번길 37 1층 111호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EB%B6%84%EB%8B%B9%EA%B5%AC%20%EB%B6%88%EC%A0%95%EB%A1%9C376%EB%B2%88%EA%B8%B8%2037%201%EC%B8%B5%20111%ED%98%B8
로또복권(D.C.T),경기 용인시 처인구 백옥대로 1072 1층101-1호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EC%B2%98%EC%9D%B8%EA%B5%AC%20%EB%B0%B1%EC%98%A5%EB%8C%80%EB%A1%9C%201072%201%EC%B8%B5101-1%ED%98%B8
대박로또복권,서울 동대문구 이문로 45 1층 가운데점포 신호등 앞쪽,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%9D%B4%EB%AC%B8%EB%A1%9C%2045%201%EC%B8%B5%20%EA%B0%80%EC%9A%B4%EB%8D%B0%EC%A0%90%ED%8F%AC%20%EC%8B%A0%ED%98%B8%EB%93%B1%20%EC%95%9E%EC%AA%BD
호매실 드림로또,경기 수원시 권선구 호매실로104번길 24-43 제1동 제1층 116호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EA%B6%8C%EC%84%A0%EA%B5%AC%20%ED%98%B8%EB%A7%A4%EC%8B%A4%EB%A1%9C104%EB%B2%88%EA%B8%B8%2024-43%20%EC%A0%9C1%EB%8F%99%20%EC%A0%9C1%EC%B8%B5%20116%ED%98%B8
토토세상,강원 원주시 조엄로 215 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%9B%90%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EC%97%84%EB%A1%9C%20215%201%EC%B8%B5
제일백금사,강원 춘천시 약사고개길 1 1층 금은방,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%B6%98%EC%B2%9C%EC%8B%9C%20%EC%95%BD%EC%82%AC%EA%B3%A0%EA%B0%9C%EA%B8%B8%201%201%EC%B8%B5%20%EA%B8%88%EC%9D%80%EB%B0%A9
참사랑복권방,충남 천안시 서북구 백석3로 134 대건프라자 109호,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EC%84%9C%EB%B6%81%EA%B5%AC%20%EB%B0%B1%EC%84%9D3%EB%A1%9C%20134%20%EB%8C%80%EA%B1%B4%ED%94%84%EB%9D%BC%EC%9E%90%20109%ED%98%B8
효당복권판매점,제주 제주시 노형로 355,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%A1%9C%20355
로또복권대치점,서울 강남구 개포로 615 석탑프라자1층,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EA%B0%9C%ED%8F%AC%EB%A1%9C%20615%20%EC%84%9D%ED%83%91%ED%94%84%EB%9D%BC%EC%9E%901%EC%B8%B5
행운충전소,서울 성북구 보문로29길 5 1층 일부,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%B1%EB%B6%81%EA%B5%AC%20%EB%B3%B4%EB%AC%B8%EB%A1%9C29%EA%B8%B8%205%201%EC%B8%B5%20%EC%9D%BC%EB%B6%80
산수로또,광주 동구 필문대로 194,1,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EB%8F%99%EA%B5%AC%20%ED%95%84%EB%AC%B8%EB%8C%80%EB%A1%9C%20194
봉평명당,강원 평창군 기풍로 145,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%ED%8F%89%EC%B0%BD%EA%B5%B0%20%EA%B8%B0%ED%92%8D%EB%A1%9C%20145
코사마트,서울 동작구 상도로 10-7,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%83%81%EB%8F%84%EB%A1%9C%2010-7
금호동,광주 서구 화개1로 63 1층 107호,1,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EC%84%9C%EA%B5%AC%20%ED%99%94%EA%B0%9C1%EB%A1%9C%2063%201%EC%B8%B5%20107%ED%98%B8
제이마트,울산 울주군 방천7길 6,1,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EC%9A%B8%EC%A3%BC%EA%B5%B0%20%EB%B0%A9%EC%B2%9C7%EA%B8%B8%206
일산복권,경기 고양시 일산서구 중앙로 1493 애비뉴상가1090호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EC%84%9C%EA%B5%AC%20%EC%A4%91%EC%95%99%EB%A1%9C%201493%20%EC%95%A0%EB%B9%84%EB%89%B4%EC%83%81%EA%B0%801090%ED%98%B8
소망상사,경기 남양주시 다산중앙로82번안길 115-4,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%82%A8%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8B%A4%EC%82%B0%EC%A4%91%EC%95%99%EB%A1%9C82%EB%B2%88%EC%95%88%EA%B8%B8%20115-4
삼송행운복권점,경기 고양시 덕양구 삼송로 189-7 106호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EB%8D%95%EC%96%91%EA%B5%AC%20%EC%82%BC%EC%86%A1%EB%A1%9C%20189-7%20106%ED%98%B8
에이치엑스(HX)복권방,경기 이천시 경충대로 2106 106호 복권방,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9D%B4%EC%B2%9C%EC%8B%9C%20%EA%B2%BD%EC%B6%A9%EB%8C%80%EB%A1%9C%202106%20106%ED%98%B8%20%EB%B3%B5%EA%B6%8C%EB%B0%A9
복권명당울진점,경북 울진군 울진중앙로 79,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%9A%B8%EC%A7%84%EA%B5%B0%20%EC%9A%B8%EC%A7%84%EC%A4%91%EC%95%99%EB%A1%9C%2079
정안 복권방,서울 노원구 동일로 1308 정안프라자 102호 일부,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%EB%8F%99%EC%9D%BC%EB%A1%9C%201308%20%EC%A0%95%EC%95%88%ED%94%84%EB%9D%BC%EC%9E%90%20102%ED%98%B8%20%EC%9D%BC%EB%B6%80
정가네 가람기정떡,인천 남동구 에코중앙로156번길 5-27 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%82%A8%EB%8F%99%EA%B5%AC%20%EC%97%90%EC%BD%94%EC%A4%91%EC%95%99%EB%A1%9C156%EB%B2%88%EA%B8%B8%205-27%201%EC%B8%B5
복권판매점,광주 광산구 단전4길 10 상가 가동 107호,1,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EB%8B%A8%EC%A0%844%EA%B8%B8%2010%20%EC%83%81%EA%B0%80%20%EA%B0%80%EB%8F%99%20107%ED%98%B8
행운,광주 광산구 신창로 56 1층 부동산114,1,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%8B%A0%EC%B0%BD%EB%A1%9C%2056%201%EC%B8%B5%20%EB%B6%80%EB%8F%99%EC%82%B0114
버스매표소,경기 부천시 부천로 151,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EB%B6%80%EC%B2%9C%EB%A1%9C%20151
한빛3단지 천지인,경기 파주시 와석순환로 66 103호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%99%80%EC%84%9D%EC%88%9C%ED%99%98%EB%A1%9C%2066%20103%ED%98%B8
로또판매점,서울 영등포구 시흥대로 671 1층 8호(대림동),1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%8B%9C%ED%9D%A5%EB%8C%80%EB%A1%9C%20671%201%EC%B8%B5%208%ED%98%B8%28%EB%8C%80%EB%A6%BC%EB%8F%99%29
1등다수복권마트,대구 북구 팔달로27길 81 1층,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%B6%81%EA%B5%AC%20%ED%8C%94%EB%8B%AC%EB%A1%9C27%EA%B8%B8%2081%201%EC%B8%B5
챕터원커피(부평남부역점),"인천 부평구 시장로 58 1층 104호(부평동, 길리슈빌)",1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EC%8B%9C%EC%9E%A5%EB%A1%9C%2058%201%EC%B8%B5%20104%ED%98%B8%28%EB%B6%80%ED%8F%89%EB%8F%99%2C%20%EA%B8%B8%EB%A6%AC%EC%8A%88%EB%B9%8C%29
